OrderID,Date,ProductID,StoreID,ChannelID,UnitsSold,GrossRevenue,DiscountAmount,NetRevenue,TotalCost
ORD100877,2023-04-25,P1040,S111,C2,3,358.59,0.0,358.59,202.53
ORD100878,2024-07-06,P1116,S103,C3,4,102.24,0.0,102.24,66.64
ORD100879,2023-12-26,P1083,S103,C2,6,122.4,0.0,122.4,72.48
ORD100880,2024-09-13,P1144,S108,C2,2,161.36,8.07,153.29,122.76
ORD100881,2023-09-21,P1036,S109,C1,2,142.8,21.42,121.38,100.34
ORD100882,2024-12-31,P1044,S129,C2,8,448.8,44.88,403.92,241.44
ORD100883,2024-08-12,P1039,S130,C2,1,108.39,0.0,108.39,59.9
ORD100884,2023-06-13,P1101,S105,C1,1,27.39,2.74,24.65,15.11
ORD100885,2024-06-14,P1018,S130,C2,2,1632.5,81.62,1550.88,1013.9
ORD100886,2023-07-29,P1110,S121,C3,5,114.7,0.0,114.7,74.35
ORD100887,2023-09-13,P1132,S114,C2,7,550.69,27.53,523.16,419.79
ORD100888,2023-07-03,P1108,S130,C2,1,19.08,0.95,18.13,14.09
ORD100889,2024-05-13,P1022,S121,C2,1,1065.68,53.28,1012.4,812.63
ORD100890,2023-07-12,P1079,S117,C3,3,74.04,0.0,74.04,47.07
ORD100891,2024-04-11,P1086,S107,C1,1,4.91,0.0,4.91,3.39
ORD100892,2024-03-01,P1063,S108,C2,1,178.36,26.75,151.61,99.44
ORD100893,2024-07-02,P1075,S128,C3,4,1957.12,97.86,1859.26,1395.48
ORD100894,2024-12-27,P1122,S107,C2,6,241.86,12.09,229.77,137.76
ORD100895,2023-01-07,P1134,S102,C1,4,1205.56,180.83,1024.73,897.32
ORD100896,2024-12-24,P1049,S108,C1,7,133.84,13.38,120.46,72.66
ORD100897,2023-03-21,P1053,S114,C1,3,141.81,0.0,141.81,108.27
ORD100898,2024-01-21,P1034,S111,C1,2,150.98,30.2,120.78,84.26
ORD100899,2023-09-07,P1065,S129,C1,3,1716.24,171.62,1544.62,1094.1
ORD100900,2024-04-12,P1088,S113,C1,2,31.9,1.6,30.3,18.84
ORD100901,2024-06-11,P1115,S127,C1,4,285.44,0.0,285.44,222.56
ORD100902,2024-09-20,P1043,S117,C3,3,66.84,3.34,63.5,45.57
ORD100903,2023-10-21,P1035,S114,C2,3,386.1,38.61,347.49,231.51
ORD100904,2024-11-12,P1006,S105,C1,1,1052.14,0.0,1052.14,762.45
ORD100905,2023-08-24,P1016,S108,C1,1,411.86,0.0,411.86,219.89
ORD100906,2023-05-30,P1009,S126,C3,2,1255.54,0.0,1255.54,876.22
ORD100907,2023-10-05,P1034,S123,C2,3,226.47,11.32,215.15,126.39
ORD100908,2024-01-22,P1112,S113,C2,3,156.93,7.85,149.08,102.42
ORD100909,2024-05-03,P1124,S128,C1,5,138.75,0.0,138.75,95.15
ORD100910,2024-08-31,P1156,S125,C1,2,555.8,0.0,555.8,305.26
ORD100911,2023-06-14,P1088,S104,C2,4,63.8,0.0,63.8,37.68
ORD100912,2023-08-10,P1073,S118,C2,4,1250.96,0.0,1250.96,824.36
ORD100913,2024-11-17,P1144,S124,C2,6,484.08,48.41,435.67,368.28
ORD100914,2023-11-18,P1024,S125,C3,7,702.73,140.55,562.18,502.25
ORD100915,2023-06-26,P1101,S104,C3,4,109.56,0.0,109.56,60.44
ORD100916,2024-12-21,P1131,S107,C2,7,542.29,0.0,542.29,355.53
ORD100917,2023-11-25,P1081,S113,C3,8,333.28,66.66,266.62,181.04
ORD100918,2024-12-21,P1042,S108,C2,2,151.54,0.0,151.54,92.42
ORD100919,2024-11-03,P1100,S104,C2,8,153.28,0.0,153.28,102.48
ORD100920,2024-10-24,P1160,S118,C2,3,571.11,57.11,514.0,321.6
ORD100921,2024-03-01,P1038,S114,C1,3,417.57,0.0,417.57,249.42
ORD100922,2024-08-06,P1091,S105,C1,3,24.39,1.22,23.17,17.22
ORD100923,2024-12-03,P1009,S117,C2,3,1883.31,0.0,1883.31,1314.33
ORD100924,2023-07-16,P1038,S103,C1,1,139.19,13.92,125.27,83.14
ORD100925,2023-01-28,P1123,S111,C2,2,42.64,0.0,42.64,25.26
ORD100926,2023-08-23,P1080,S124,C3,2,37.86,1.89,35.97,24.86
ORD100927,2024-04-10,P1032,S127,C1,3,85.65,12.85,72.8,52.41
ORD100928,2024-02-05,P1054,S108,C2,1,592.95,59.3,533.65,317.95
ORD100929,2023-02-28,P1020,S125,C2,4,3079.56,153.98,2925.58,2139.92
ORD100930,2024-02-14,P1125,S127,C2,1,81.75,0.0,81.75,53.13
ORD100931,2023-05-08,P1151,S118,C3,4,556.4,0.0,556.4,371.92
ORD100932,2024-01-05,P1017,S130,C2,2,2248.92,0.0,2248.92,1443.68
ORD100933,2024-02-25,P1039,S108,C2,2,216.78,0.0,216.78,119.8
ORD100934,2024-04-10,P1138,S103,C1,4,285.4,0.0,285.4,209.24
ORD100935,2023-10-29,P1141,S125,C2,3,577.56,0.0,577.56,331.44
ORD100936,2023-10-26,P1123,S114,C2,4,85.28,4.26,81.02,50.52
ORD100937,2024-05-11,P1115,S111,C2,7,499.52,49.95,449.57,389.48
ORD100938,2024-07-01,P1138,S103,C1,2,142.7,7.14,135.56,104.62
ORD100939,2024-08-13,P1060,S103,C2,2,139.04,13.9,125.14,94.76
ORD100940,2023-09-01,P1144,S104,C2,2,161.36,0.0,161.36,122.76
ORD100941,2023-11-06,P1142,S106,C2,3,737.01,36.85,700.16,436.14
ORD100942,2023-08-30,P1037,S130,C1,1,63.14,0.0,63.14,42.18
ORD100943,2024-01-21,P1012,S108,C2,2,2034.96,0.0,2034.96,1193.66
ORD100944,2023-04-04,P1084,S125,C1,1,6.88,0.0,6.88,4.34
ORD100945,2023-11-11,P1122,S101,C2,3,120.93,0.0,120.93,68.88
ORD100946,2023-05-18,P1136,S110,C2,2,664.28,66.43,597.85,415.1
ORD100947,2024-01-25,P1023,S128,C2,2,2781.38,278.14,2503.24,1696.38
ORD100948,2024-09-13,P1061,S106,C2,4,138.12,20.72,117.4,102.32
ORD100949,2024-12-21,P1123,S108,C2,1,21.32,2.13,19.19,12.63
ORD100950,2023-11-23,P1010,S125,C2,3,2036.64,101.83,1934.81,1610.31
ORD100951,2023-02-11,P1116,S105,C2,7,178.92,17.89,161.03,116.62
ORD100952,2023-06-16,P1047,S103,C1,3,169.92,0.0,169.92,96.66
ORD100953,2023-03-18,P1004,S130,C2,1,676.39,0.0,676.39,462.71
ORD100954,2024-07-09,P1039,S112,C1,5,541.95,81.29,460.66,299.5
ORD100955,2024-12-20,P1119,S119,C2,5,258.25,0.0,258.25,148.65
ORD100956,2024-02-09,P1140,S105,C3,2,469.38,0.0,469.38,291.88
ORD100957,2023-05-10,P1014,S107,C2,6,3039.24,151.96,2887.28,1985.28
ORD100958,2023-01-16,P1075,S113,C1,4,1957.12,195.71,1761.41,1395.48
ORD100959,2024-12-14,P1033,S120,C3,6,415.86,0.0,415.86,296.22
ORD100960,2023-08-20,P1110,S109,C2,4,91.76,4.59,87.17,59.48
ORD100961,2023-03-23,P1125,S127,C3,8,654.0,0.0,654.0,425.04
ORD100962,2023-05-10,P1154,S124,C1,1,200.52,20.05,180.47,129.14
ORD100963,2023-07-06,P1057,S116,C1,3,164.01,0.0,164.01,101.1
ORD100964,2024-04-24,P1048,S113,C2,1,52.32,5.23,47.09,31.28
ORD100965,2024-10-13,P1050,S118,C2,2,31.5,0.0,31.5,24.48
ORD100966,2023-07-21,P1122,S122,C2,1,40.31,0.0,40.31,22.96
ORD100967,2024-05-17,P1072,S105,C2,5,2907.2,0.0,2907.2,1970.7
ORD100968,2023-02-17,P1004,S125,C1,1,676.39,67.64,608.75,462.71
ORD100969,2023-01-08,P1152,S114,C2,1,128.3,12.83,115.47,71.78
ORD100970,2023-02-10,P1017,S129,C1,3,3373.38,674.68,2698.7,2165.52
ORD100971,2024-11-05,P1149,S130,C2,2,126.14,0.0,126.14,69.58
ORD100972,2024-03-01,P1026,S101,C2,2,61.0,6.1,54.9,36.3
ORD100973,2024-08-11,P1087,S111,C1,4,11.88,1.19,10.69,8.12
ORD100974,2023-01-16,P1050,S114,C2,1,15.75,3.15,12.6,12.24
ORD100975,2023-01-17,P1110,S115,C3,4,91.76,0.0,91.76,59.48
ORD100976,2024-09-12,P1065,S125,C2,4,2288.32,0.0,2288.32,1458.8
ORD100977,2023-03-17,P1059,S105,C2,2,1263.12,0.0,1263.12,713.66
ORD100978,2023-04-24,P1077,S118,C2,2,983.68,98.37,885.31,688.54
ORD100979,2024-01-15,P1156,S130,C2,4,1111.6,0.0,1111.6,610.52
ORD100980,2024-03-19,P1040,S130,C2,2,239.06,47.81,191.25,135.02
ORD100981,2023-06-17,P1036,S101,C2,2,142.8,0.0,142.8,100.34
ORD100982,2023-11-22,P1011,S130,C1,2,1374.08,68.7,1305.38,917.48
ORD100983,2024-05-08,P1119,S105,C3,6,309.9,30.99,278.91,178.38
ORD100984,2023-11-20,P1109,S115,C2,6,388.74,19.44,369.3,280.8
ORD100985,2023-10-07,P1098,S108,C2,4,123.88,0.0,123.88,98.48
ORD100986,2023-02-22,P1004,S118,C2,1,676.39,0.0,676.39,462.71
ORD100987,2023-11-27,P1127,S102,C1,6,435.66,0.0,435.66,281.64
ORD100988,2024-08-09,P1130,S108,C1,3,218.82,0.0,218.82,168.93
ORD100989,2024-04-03,P1152,S109,C1,1,128.3,6.42,121.88,71.78
ORD100990,2024-10-14,P1149,S128,C1,3,189.21,9.46,179.75,104.37
ORD100991,2023-04-03,P1043,S117,C2,1,22.28,4.46,17.82,15.19
ORD100992,2023-01-09,P1114,S121,C2,1,48.79,4.88,43.91,30.58
ORD100993,2024-02-05,P1065,S120,C1,1,572.08,0.0,572.08,364.7
ORD100994,2023-05-11,P1096,S112,C2,1,5.32,0.53,4.79,3.16
ORD100995,2024-03-10,P1054,S101,C3,5,2964.75,296.48,2668.27,1589.75
ORD100996,2024-10-22,P1106,S104,C2,3,47.94,2.4,45.54,33.27
ORD100997,2023-09-04,P1153,S113,C1,2,373.28,55.99,317.29,297.9
ORD100998,2024-02-06,P1105,S130,C2,4,41.32,0.0,41.32,26.6
ORD100999,2024-05-13,P1148,S108,C3,4,966.72,145.01,821.71,513.92
ORD101000,2023-04-20,P1150,S121,C3,3,456.6,22.83,433.77,311.88
ORD101001,2024-10-17,P1020,S125,C1,4,3079.56,0.0,3079.56,2139.92
ORD101002,2023-05-29,P1155,S128,C2,3,255.39,0.0,255.39,145.62
ORD101003,2024-08-13,P1131,S109,C2,1,77.47,3.87,73.6,50.79
ORD101004,2024-04-27,P1069,S129,C1,1,229.3,0.0,229.3,148.77
ORD101005,2023-04-14,P1097,S118,C1,1,11.81,2.36,9.45,7.83
ORD101006,2024-06-13,P1099,S114,C1,1,20.78,4.16,16.62,11.09
ORD101007,2023-05-24,P1126,S123,C2,5,215.45,43.09,172.36,116.9
ORD101008,2024-03-14,P1129,S108,C2,4,286.2,0.0,286.2,190.36
ORD101009,2024-12-02,P1017,S125,C2,6,6746.76,0.0,6746.76,4331.04
ORD101010,2024-11-27,P1001,S119,C2,5,3873.0,193.65,3679.35,2199.4
ORD101011,2024-09-28,P1040,S124,C2,7,836.71,83.67,753.04,472.57
ORD101012,2023-12-28,P1085,S125,C2,3,36.42,0.0,36.42,22.98
ORD101013,2024-02-14,P1136,S118,C3,4,1328.56,66.43,1262.13,830.2
ORD101014,2023-08-08,P1105,S102,C2,2,20.66,0.0,20.66,13.3
ORD101015,2024-11-04,P1022,S109,C2,3,3197.04,479.56,2717.48,2437.89
ORD101016,2023-12-15,P1115,S126,C2,5,356.8,35.68,321.12,278.2
ORD101017,2024-07-18,P1075,S118,C3,3,1467.84,73.39,1394.45,1046.61
ORD101018,2023-09-20,P1060,S127,C2,1,69.52,0.0,69.52,47.38
ORD101019,2024-06-25,P1124,S111,C2,1,27.75,4.16,23.59,19.03
ORD101020,2023-06-14,P1048,S114,C3,9,470.88,0.0,470.88,281.52
ORD101021,2024-06-20,P1099,S126,C2,1,20.78,1.04,19.74,11.09
ORD101022,2023-02-03,P1030,S123,C2,2,281.84,14.09,267.75,158.26
ORD101023,2023-03-18,P1062,S111,C2,3,2041.38,102.07,1939.31,1194.84
ORD101024,2023-09-15,P1090,S101,C2,2,53.14,5.31,47.83,32.52
ORD101025,2023-12-19,P1100,S127,C2,3,57.48,0.0,57.48,38.43
ORD101026,2024-06-04,P1148,S124,C3,6,1450.08,0.0,1450.08,770.88
ORD101027,2023-09-20,P1047,S113,C3,7,396.48,59.47,337.01,225.54
ORD101028,2023-01-14,P1144,S115,C2,1,80.68,0.0,80.68,61.38
ORD101029,2023-08-26,P1131,S106,C2,1,77.47,0.0,77.47,50.79
ORD101030,2023-11-18,P1058,S113,C3,5,2050.2,205.02,1845.18,1339.6
ORD101031,2024-02-02,P1023,S105,C1,2,2781.38,0.0,2781.38,1696.38
ORD101032,2024-04-15,P1042,S107,C3,6,454.62,0.0,454.62,277.26
ORD101033,2023-07-01,P1106,S125,C3,5,79.9,0.0,79.9,55.45
ORD101034,2024-03-22,P1127,S111,C2,1,72.61,0.0,72.61,46.94
ORD101035,2024-04-06,P1098,S125,C1,5,154.85,0.0,154.85,123.1
ORD101036,2024-07-21,P1116,S114,C1,3,76.68,0.0,76.68,49.98
ORD101037,2024-01-17,P1017,S103,C2,3,3373.38,168.67,3204.71,2165.52
ORD101038,2024-08-15,P1081,S111,C3,6,249.96,37.49,212.47,135.78
ORD101039,2023-06-11,P1140,S105,C2,2,469.38,0.0,469.38,291.88
ORD101040,2024-06-04,P1063,S120,C1,4,713.44,142.69,570.75,397.76
ORD101041,2023-02-03,P1144,S128,C2,3,242.04,12.1,229.94,184.14
ORD101042,2023-03-17,P1020,S123,C2,1,769.89,153.98,615.91,534.98
ORD101043,2024-09-24,P1157,S123,C1,1,166.93,0.0,166.93,112.0
ORD101044,2023-12-14,P1126,S126,C1,5,215.45,10.77,204.68,116.9
ORD101045,2024-03-29,P1101,S123,C2,4,109.56,0.0,109.56,60.44
ORD101046,2024-03-17,P1099,S116,C1,6,124.68,6.23,118.45,66.54
ORD101047,2024-05-22,P1150,S121,C2,5,761.0,38.05,722.95,519.8
ORD101048,2023-06-29,P1061,S113,C2,3,103.59,15.54,88.05,76.74
ORD101049,2023-05-11,P1027,S103,C2,1,112.44,0.0,112.44,83.83
ORD101050,2023-02-01,P1148,S121,C2,1,241.68,0.0,241.68,128.48
ORD101051,2024-09-24,P1017,S122,C1,1,1124.46,112.45,1012.01,721.84
ORD101052,2023-06-13,P1106,S107,C2,4,63.92,0.0,63.92,44.36
ORD101053,2024-02-25,P1043,S130,C1,5,111.4,0.0,111.4,75.95
ORD101054,2023-11-29,P1149,S103,C2,4,252.28,12.61,239.67,139.16
ORD101055,2023-04-29,P1156,S122,C2,2,555.8,0.0,555.8,305.26
ORD101056,2023-10-30,P1076,S130,C2,3,1184.82,59.24,1125.58,646.68
ORD101057,2023-03-02,P1086,S110,C3,3,14.73,1.47,13.26,10.17
ORD101058,2023-05-10,P1073,S128,C2,2,625.48,31.27,594.21,412.18
ORD101059,2023-04-13,P1069,S125,C1,2,458.6,91.72,366.88,297.54
ORD101060,2024-08-25,P1150,S122,C2,3,456.6,0.0,456.6,311.88
ORD101061,2024-02-19,P1046,S130,C2,2,60.08,0.0,60.08,35.44
ORD101062,2024-11-07,P1154,S119,C2,5,1002.6,50.13,952.47,645.7
ORD101063,2023-11-15,P1105,S114,C1,6,61.98,9.3,52.68,39.9
ORD101064,2023-05-28,P1154,S120,C3,4,802.08,80.21,721.87,516.56
ORD101065,2024-03-20,P1098,S113,C2,3,92.91,4.65,88.26,73.86
ORD101066,2024-11-10,P1132,S110,C1,4,314.68,0.0,314.68,239.88
ORD101067,2024-01-25,P1079,S103,C1,5,123.4,12.34,111.06,78.45
ORD101068,2023-01-14,P1074,S111,C1,2,951.98,142.8,809.18,742.78
ORD101069,2023-08-10,P1042,S125,C2,3,227.31,0.0,227.31,138.63
ORD101070,2024-11-07,P1034,S130,C2,5,377.45,0.0,377.45,210.65
ORD101071,2024-01-14,P1007,S130,C2,3,2917.5,0.0,2917.5,2175.84
ORD101072,2024-11-26,P1062,S106,C2,2,1360.92,204.14,1156.78,796.56
ORD101073,2024-01-08,P1159,S116,C1,1,30.42,3.04,27.38,19.62
ORD101074,2023-01-09,P1151,S116,C2,3,417.3,0.0,417.3,278.94
ORD101075,2024-09-30,P1111,S106,C2,6,289.14,14.46,274.68,205.2
ORD101076,2024-07-11,P1059,S117,C2,4,2526.24,252.62,2273.62,1427.32
ORD101077,2024-06-06,P1084,S111,C1,1,6.88,0.0,6.88,4.34
ORD101078,2024-12-10,P1122,S130,C2,4,161.24,8.06,153.18,91.84
ORD101079,2023-05-24,P1001,S108,C3,7,5422.2,0.0,5422.2,3079.16
ORD101080,2024-10-24,P1148,S125,C2,2,483.36,0.0,483.36,256.96
ORD101081,2023-06-20,P1140,S127,C2,8,1877.52,0.0,1877.52,1167.52
ORD101082,2024-12-10,P1156,S122,C1,6,1667.4,0.0,1667.4,915.78
ORD101083,2023-05-20,P1016,S107,C2,1,411.86,0.0,411.86,219.89
ORD101084,2024-02-07,P1152,S108,C3,2,256.6,0.0,256.6,143.56
ORD101085,2024-07-31,P1099,S130,C3,6,124.68,6.23,118.45,66.54
ORD101086,2023-02-27,P1089,S103,C3,5,123.05,6.15,116.9,91.85
ORD101087,2023-02-18,P1029,S105,C1,2,153.88,0.0,153.88,103.04
ORD101088,2024-09-13,P1079,S130,C2,5,123.4,0.0,123.4,78.45
ORD101089,2023-02-14,P1059,S123,C3,4,2526.24,378.94,2147.3,1427.32
ORD101090,2024-03-24,P1159,S122,C3,3,91.26,0.0,91.26,58.86
ORD101091,2024-11-16,P1055,S105,C1,4,2352.44,470.49,1881.95,1509.72
ORD101092,2024-03-25,P1035,S114,C1,2,257.4,12.87,244.53,154.34
ORD101093,2023-12-18,P1152,S125,C3,6,769.8,0.0,769.8,430.68
ORD101094,2023-11-02,P1031,S111,C3,6,162.78,16.28,146.5,119.94
ORD101095,2024-04-11,P1145,S106,C2,2,68.98,0.0,68.98,46.52
ORD101096,2024-02-23,P1155,S101,C1,6,510.78,0.0,510.78,291.24
ORD101097,2024-01-02,P1050,S118,C2,3,47.25,0.0,47.25,36.72
ORD101098,2023-04-23,P1111,S109,C2,1,48.19,7.23,40.96,34.2
ORD101099,2024-04-29,P1128,S126,C2,1,30.83,0.0,30.83,17.04
ORD101100,2024-06-24,P1086,S108,C2,3,14.73,0.0,14.73,10.17
ORD101101,2024-06-02,P1112,S105,C2,3,156.93,15.69,141.24,102.42
ORD101102,2023-02-24,P1022,S130,C2,1,1065.68,106.57,959.11,812.63
ORD101103,2024-05-28,P1083,S130,C2,1,20.4,2.04,18.36,12.08
ORD101104,2024-06-17,P1083,S120,C2,1,20.4,0.0,20.4,12.08
ORD101105,2023-05-15,P1091,S129,C2,1,8.13,0.0,8.13,5.74
ORD101106,2024-09-12,P1152,S105,C2,3,384.9,0.0,384.9,215.34
ORD101107,2024-01-18,P1132,S113,C1,5,393.35,39.34,354.01,299.85
ORD101108,2023-12-12,P1097,S106,C2,7,82.67,12.4,70.27,54.81
ORD101109,2024-06-12,P1065,S114,C1,3,1716.24,0.0,1716.24,1094.1
ORD101110,2024-01-08,P1065,S124,C2,4,2288.32,343.25,1945.07,1458.8
ORD101111,2024-02-03,P1004,S125,C1,4,2705.56,135.28,2570.28,1850.84
ORD101112,2023-08-17,P1089,S101,C2,3,73.83,0.0,73.83,55.11
ORD101113,2024-11-09,P1041,S112,C2,5,604.1,90.62,513.48,366.0
ORD101114,2024-12-09,P1142,S130,C2,3,737.01,0.0,737.01,436.14
ORD101115,2023-04-06,P1124,S117,C2,1,27.75,2.78,24.97,19.03
ORD101116,2024-06-19,P1147,S109,C2,4,124.52,0.0,124.52,82.4
ORD101117,2023-01-18,P1160,S112,C2,2,380.74,19.04,361.7,214.4
ORD101118,2023-09-27,P1065,S110,C2,3,1716.24,257.44,1458.8,1094.1
ORD101119,2024-12-10,P1069,S113,C1,5,1146.5,57.32,1089.18,743.85
ORD101120,2023-05-08,P1098,S113,C2,3,92.91,13.94,78.97,73.86
ORD101121,2023-10-03,P1069,S114,C2,3,687.9,34.4,653.5,446.31
ORD101122,2023-06-10,P1045,S113,C1,3,302.67,15.13,287.54,160.05
ORD101123,2024-06-16,P1114,S114,C3,8,390.32,0.0,390.32,244.64
ORD101124,2023-12-06,P1073,S101,C2,5,1563.7,156.37,1407.33,1030.45
ORD101125,2024-03-09,P1151,S103,C1,1,139.1,0.0,139.1,92.98
ORD101126,2024-11-20,P1036,S111,C2,4,285.6,42.84,242.76,200.68
ORD101127,2024-01-16,P1072,S127,C1,2,1162.88,58.14,1104.74,788.28
ORD101128,2024-06-20,P1086,S124,C2,4,19.64,0.98,18.66,13.56
ORD101129,2023-03-13,P1146,S104,C2,5,311.35,0.0,311.35,188.4
ORD101130,2023-06-07,P1093,S114,C1,2,7.3,0.73,6.57,5.38
ORD101131,2024-11-23,P1012,S118,C3,7,7122.36,0.0,7122.36,4177.81
ORD101132,2024-09-20,P1055,S114,C1,2,1176.22,117.62,1058.6,754.86
ORD101133,2024-04-25,P1142,S121,C1,1,245.67,12.28,233.39,145.38
ORD101134,2023-10-04,P1044,S130,C2,3,168.3,25.24,143.06,90.54
ORD101135,2023-05-27,P1055,S104,C2,2,1176.22,58.81,1117.41,754.86
ORD101136,2024-09-14,P1025,S114,C3,10,318.9,0.0,318.9,179.9
ORD101137,2024-07-28,P1116,S114,C3,4,102.24,0.0,102.24,66.64
ORD101138,2023-06-26,P1023,S116,C2,2,2781.38,556.28,2225.1,1696.38
ORD101139,2024-03-07,P1059,S105,C1,3,1894.68,284.2,1610.48,1070.49
ORD101140,2024-03-28,P1114,S119,C1,4,195.16,0.0,195.16,122.32
ORD101141,2023-12-16,P1144,S102,C2,6,484.08,24.2,459.88,368.28
ORD101142,2024-11-08,P1036,S122,C3,4,285.6,14.28,271.32,200.68
ORD101143,2023-04-01,P1054,S119,C3,6,3557.7,177.88,3379.82,1907.7
ORD101144,2023-07-08,P1019,S111,C3,4,4659.56,698.93,3960.63,2524.96
ORD101145,2023-03-11,P1071,S130,C3,3,1998.9,0.0,1998.9,1158.06
ORD101146,2024-05-21,P1160,S125,C2,3,571.11,114.22,456.89,321.6
ORD101147,2024-04-15,P1049,S115,C2,2,38.24,0.0,38.24,20.76
ORD101148,2024-12-22,P1042,S130,C2,5,378.85,18.94,359.91,231.05
ORD101149,2024-02-01,P1064,S125,C3,4,513.96,102.79,411.17,295.24
ORD101150,2023-04-21,P1144,S105,C1,1,80.68,4.03,76.65,61.38
ORD101151,2023-11-26,P1088,S117,C2,2,31.9,0.0,31.9,18.84
ORD101152,2023-03-06,P1098,S117,C3,4,123.88,0.0,123.88,98.48
ORD101153,2024-05-05,P1125,S119,C1,6,490.5,0.0,490.5,318.78
ORD101154,2024-05-07,P1115,S130,C2,1,71.36,14.27,57.09,55.64
ORD101155,2024-09-18,P1096,S114,C1,2,10.64,0.0,10.64,6.32
ORD101156,2023-09-06,P1090,S103,C1,3,79.71,0.0,79.71,48.78
ORD101157,2023-08-15,P1086,S114,C3,3,14.73,1.47,13.26,10.17
ORD101158,2023-02-22,P1029,S124,C2,2,153.88,7.69,146.19,103.04
ORD101159,2023-10-31,P1067,S111,C1,2,536.14,26.81,509.33,297.22
ORD101160,2023-12-14,P1136,S101,C2,4,1328.56,0.0,1328.56,830.2
ORD101161,2024-07-05,P1007,S109,C2,3,2917.5,437.62,2479.88,2175.84
ORD101162,2024-07-05,P1133,S120,C2,3,221.85,22.18,199.67,125.91
ORD101163,2023-04-13,P1091,S104,C2,2,16.26,0.81,15.45,11.48
ORD101164,2023-07-28,P1056,S111,C3,3,618.24,0.0,618.24,407.37
ORD101165,2024-01-09,P1019,S105,C2,4,4659.56,232.98,4426.58,2524.96
ORD101166,2023-09-02,P1123,S114,C2,2,42.64,0.0,42.64,25.26
ORD101167,2023-01-19,P1001,S105,C2,5,3873.0,0.0,3873.0,2199.4
ORD101168,2024-09-10,P1087,S104,C3,4,11.88,0.0,11.88,8.12
ORD101169,2024-06-18,P1026,S121,C2,3,91.5,0.0,91.5,54.45
ORD101170,2024-01-16,P1146,S105,C3,4,249.08,12.45,236.63,150.72
ORD101171,2023-08-21,P1030,S105,C1,1,140.92,0.0,140.92,79.13
ORD101172,2024-09-08,P1129,S117,C2,6,429.3,0.0,429.3,285.54
ORD101173,2023-01-26,P1092,S102,C2,3,101.88,10.19,91.69,62.1
ORD101174,2023-11-23,P1007,S102,C2,5,4862.5,243.12,4619.38,3626.4
ORD101175,2024-08-08,P1116,S113,C3,3,76.68,0.0,76.68,49.98
ORD101176,2024-11-27,P1141,S111,C1,5,962.6,48.13,914.47,552.4
ORD101177,2023-07-03,P1036,S115,C2,1,71.4,7.14,64.26,50.17
ORD101178,2024-04-20,P1155,S130,C1,2,170.26,25.54,144.72,97.08
ORD101179,2023-05-19,P1128,S113,C1,2,61.66,12.33,49.33,34.08
ORD101180,2023-03-26,P1119,S116,C2,8,413.2,0.0,413.2,237.84
ORD101181,2023-09-16,P1054,S128,C2,5,2964.75,0.0,2964.75,1589.75
ORD101182,2024-10-09,P1020,S114,C1,5,3849.45,192.47,3656.98,2674.9
ORD101183,2024-05-19,P1069,S124,C2,3,687.9,0.0,687.9,446.31
ORD101184,2023-12-24,P1130,S116,C1,8,583.52,29.18,554.34,450.48
ORD101185,2023-07-26,P1094,S119,C2,2,53.26,2.66,50.6,31.32
ORD101186,2023-04-14,P1104,S129,C2,3,74.97,0.0,74.97,53.22
ORD101187,2023-07-17,P1125,S101,C1,4,327.0,32.7,294.3,212.52
ORD101188,2023-04-22,P1055,S128,C2,4,2352.44,117.62,2234.82,1509.72
ORD101189,2023-05-17,P1006,S114,C2,3,3156.42,473.46,2682.96,2287.35
ORD101190,2024-05-17,P1142,S118,C2,3,737.01,0.0,737.01,436.14
ORD101191,2023-04-08,P1099,S113,C2,4,83.12,8.31,74.81,44.36
ORD101192,2023-02-04,P1091,S108,C1,3,24.39,3.66,20.73,17.22
ORD101193,2024-02-01,P1092,S103,C2,2,67.92,0.0,67.92,41.4
ORD101194,2023-07-29,P1137,S130,C2,3,682.92,68.29,614.63,393.0
ORD101195,2023-11-29,P1124,S118,C1,5,138.75,0.0,138.75,95.15
ORD101196,2023-04-13,P1108,S126,C1,2,38.16,0.0,38.16,28.18
ORD101197,2023-06-03,P1126,S109,C2,2,86.18,0.0,86.18,46.76
ORD101198,2023-11-19,P1047,S108,C1,5,283.2,56.64,226.56,161.1
ORD101199,2024-05-19,P1114,S111,C2,3,146.37,0.0,146.37,91.74
ORD101200,2023-10-30,P1157,S108,C3,12,2003.16,100.16,1903.0,1344.0
ORD101201,2024-01-31,P1038,S114,C2,2,278.38,0.0,278.38,166.28
ORD101202,2024-01-17,P1092,S129,C2,2,67.92,10.19,57.73,41.4
ORD101203,2023-07-16,P1109,S126,C2,4,259.16,51.83,207.33,187.2
ORD101204,2023-07-24,P1083,S114,C2,5,102.0,15.3,86.7,60.4
ORD101205,2023-11-08,P1156,S111,C2,4,1111.6,0.0,1111.6,610.52
ORD101206,2023-01-24,P1065,S118,C1,3,1716.24,0.0,1716.24,1094.1
ORD101207,2024-05-16,P1035,S118,C1,3,386.1,0.0,386.1,231.51
ORD101208,2024-03-25,P1022,S120,C2,3,3197.04,159.85,3037.19,2437.89
ORD101209,2023-08-12,P1136,S115,C1,1,332.14,33.21,298.93,207.55
ORD101210,2023-10-01,P1110,S101,C2,4,91.76,0.0,91.76,59.48
ORD101211,2023-08-29,P1093,S103,C3,6,21.9,0.0,21.9,16.14
